Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Tunisia,TUN,6439.769,6463.642,6487.515,6511.388,6535.261,6559.135,6583.008,6606.881,6630.754,6654.627,6678.5,6698.08,6717.66,6737.24,6756.82,6776.4,6795.98,6815.56,6835.14,6854.72,6874.3,6889.6,6904.9,6920.2,6935.5,6950.8,6966.1,6981.4,6996.7,7012,7027.3,7042.6
Turkiye,TUR,197834.8,198199.67,198564.54,198929.41,199294.28,199659.15,200024.02,200388.89,200753.76,201118.63,201483.5,202418.23,203352.96,204287.69,205222.42,206157.15,207091.88,208026.61,208961.34,209896.07,210830.8,211925.24,213019.68,214114.12,215208.56,216303,216303,217524.6,219083.6,220643.6,222203.6,223763.6
Turkmenistan,TKM,,,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270
Turks and Caicos Islands,TCA,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2
Tuvalu,TUV,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Uganda,UGA,35754.7,35342.18,34929.66,34517.14,34104.62,33692.1,33279.58,32867.06,32454.54,32042.02,31629.5,31216.97,30804.44,30391.91,29979.38,29566.85,29154.32,28741.79,28329.26,27916.73,27504.2,27091.68,26679.16,26266.64,25854.12,25441.6,25029.1,24616.6,24204.1,23791.5,23379,22966.433
Ukraine,UKR,,,93212,93448,93684,93920,94156,94392,94628,94864,95100,95138,95176,95214,95252,95290,95328,95366,95404,95442,95480,95698,95916,96134,96352,96570,96640,96710,96780,96840,96900,96960
United Arab Emirates,ARE,2450,2514.43,2578.86,2643.29,2707.72,2772.15,2836.58,2901.01,2965.44,3029.87,3094.3,3102.17,3110.04,3117.91,3125.78,3133.65,3141.52,3149.39,3157.26,3165.13,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173
United Kingdom,GBR,27780,27956,28132,28308,28484,28660,28836,29012,29188,29364,29540,29645,29750,29855,29960,30065,30170,30275,30380,30485,30590,30782,30974,31166,31358,31550,31590,31640,31730,31820,31900,31986.667
United States,USA,3024500,3025586,3026672,3027758,3028844,3029930,3031016,3032102,3033188,3034274,3035360,3040544,3045728,3050912,3056096,3061280,3066464,3071648,3076832,3082016,3087200,3089950,3092700,3095450,3098200,3100950,3100950,3097950,3097950,3097950,3097950,3097950
Uruguay,URY,7980,8551,9122,9693,10264,10835,11406,11977,12548,13119,13690,14052.3,14414.6,14776.9,15139.2,15501.5,15863.8,16226.1,16588.4,16950.7,17313,17690.4,18067.8,18445.2,18822.6,19200,19470,19680,19890,20100,20310,20520
Uzbekistan,UZB,,,26317.884,26729.974,27142.065,27554.156,27966.247,28378.338,28790.428,29202.519,29614.61,30002.749,30390.888,30779.027,31167.166,31555.305,31943.444,32331.583,32719.722,33107.861,33496,33895.6,34295.2,34694.8,35094.4,35494,35863,36121.36,36379.8,36638.2,36896.6,37155
Vanuatu,VUT,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423
"Venezuela, RB",VEN,520260,517385,514510,511635,508760,505885,503010,500135,497260,494385,491510,489864,488218,486572,484926,483280,481634,479988,478342,476696,475050,473406,471762,470118,468474,466830,465432.6,464281.8,463377.6,462720,462309,461733.6
Viet Nam,VNM,93759.6,96167.74,98575.88,100984.02,103392.16,105800.3,108208.44,110616.58,113024.72,115432.86,117841,119444.96,121048.92,122652.88,124256.84,125860.8,127464.76,129068.72,130672.68,132276.64,133880.6,135228.2,136575.8,137923.4,139271,140618.6,143776.8,144153.9,144912.9,145671.9,146430.9,147189.9
Virgin Islands (U.S.),VIR,245.4,241.33,237.26,233.19,229.12,225.05,220.98,216.91,212.84,208.77,204.7,202.66,200.62,198.58,196.54,194.5,192.46,190.42,188.38,186.34,184.3,185.76,187.22,188.68,190.14,191.6,193.1,194.6,196.1,197.6,199.1,200.6
West Bank and Gaza,PSE,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,91.67,92.54,93.41,94.28,95.15,96.02,96.89,97.76,98.63,99.5,99.88,100.26,100.64,101.02,101.4,101.4,101.4,101.4,101.4,101.4,101.4
"Yemen, Rep.",YEM,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490
Zambia,ZMB,474120,473762,473404,473046,472688,472330,471972,471614,471256,470898,470540,470182,469824,469466,469108,468750,468392,468034,467676,467318,466960,465078.2,463196.4,461314.6,459432.8,457551,455668,453786.7,451904.6,450022.4,448140.3,446258.133
Zimbabwe,ZWE,188266.8,187806.1,187345.4,186884.7,186424,185963.3,185502.6,185041.9,184581.2,184120.5,183659.8,183199.1,182738.4,182277.7,181817,181356.3,180895.6,180434.9,179974.2,179513.5,179052.8,178592.1,178131.4,177670.7,177210,176749.3,176288.6,175827.9,175367.2,174906.5,174445.8,173985.1
Africa Eastern and Southern,AFE,5279295.5,5257255.464,5235215.428,5213175.392,5191135.356,5169095.32,5147055.284,5125015.248,5102975.212,5080935.176,5058895.14,5032664.686,5006434.232,4980203.778,4953973.324,4927742.87,4901512.416,4875281.962,4849051.508,4822821.054,4796590.6,4765400.98,4734211.36,4703021.74,4671832.12,4640642.5,4607876.1,4575901.2,4544314.78,4511676.2,4479395,4446875.546
Africa Western and Central,AFW,2060349,2049660.284,2038971.568,2028282.852,2017594.136,2006905.42,1996216.704,1985527.988,1974839.272,1964150.556,1953461.84,1945128.216,1936794.592,1928460.968,1920127.344,1911793.72,1903460.096,1895126.472,1886792.848,1878459.224,1870125.6,1862169.28,1854212.96,1846256.64,1838300.32,1830344,1822960.779,1815608.1,1807898.6,1800220.1,1792580.7,1784915.233
Arab World,ARB,507946.169,505486.722,503027.275,500567.828,498108.381,495648.935,493189.488,490730.041,488270.594,485811.147,483351.7,481389.93,479428.16,477466.39,475504.62,473542.85,471581.08,469619.31,467657.54,465695.77,463734,461308.84,387313.68,384888.52,382463.36,380038.2,377730.6,375191.7,372634.1,370302.7,367980.7,365652.433
Caribbean small states,CSS,369972.4,369748.93,369525.46,369301.99,369078.52,368855.05,368631.58,368408.11,368184.64,367961.17,367737.7,367616.67,367495.64,367374.61,367253.58,367132.55,367011.52,366890.49,366769.46,366648.43,366527.4,366230.12,365932.84,365635.56,365338.28,365041,364757.9,364515.3,364223.4,363931.1,363639.2,363347.032
Central Europe and the Baltics,CEB,203939,204266.27,308724.52,354647.18,355237.24,355827.3,356417.36,357007.42,357597.48,358187.54,358777.6,360147.66,361517.72,362887.78,364257.84,365627.9,366997.96,368368.02,369738.08,371108.14,372478.2,373931.3,375384.4,376837.5,378290.6,379743.7,380336.502,380939.984,381258,381574.9,381881.8,382195.367
Early-demographic dividend,EAR,8401025.7,8362184.368,8394379.121,8343910.279,8304878.838,8265847.397,8226815.958,8187784.517,8148753.075,8109721.634,8070690.194,8049101.832,8027513.47,8005925.108,7984336.746,7962748.384,7941160.022,7919571.66,7897983.298,7876394.935,7854806.573,7824279.76,7793752.947,7763226.134,7732699.322,7702172.509,7686805,7655531.46,7632988.4,7610957.1,7589317.5,7567416.765
East Asia & Pacific,EAS,6398280.269,6395610.222,6391492.775,6387375.328,6383257.88,6379140.433,6375022.987,6370905.539,6366788.092,6362670.644,6358553.198,6375269.613,6391986.029,6408702.445,6425418.861,6442135.277,6458851.693,6475568.109,6492284.525,6509000.941,6525717.357,6538256.81,6550796.263,6563335.716,6575875.17,6588414.623,6617999.125,6617836.7,6625321.5,6632992.9,6640831.4,6648558.5
East Asia & Pacific (excluding high income),EAP,4636271,4635008.746,4632635.193,4630261.639,4627888.085,4625514.531,4623140.978,4620767.424,4618393.87,4616020.316,4613646.763,4632648.632,4651650.501,4670652.37,4689654.239,4708656.108,4727657.977,4746659.846,4765661.715,4784663.584,4803665.453,4809258.624,4814851.795,4820444.966,4826038.138,4831631.309,4851971.87,4852099.5,4859767.4,4867438.2,4875109.1,4882779.933
East Asia & Pacific (IDA & IBRD countries),TEA,4567150.7,4566345.786,4564429.573,4562513.359,4560597.145,4558680.931,4556764.718,4554848.504,4552932.29,4551016.076,4549099.863,4568314.032,4587528.201,4606742.37,4625956.539,4645170.708,4664384.877,4683599.046,4702813.215,4722027.384,4741241.553,4747047.024,4752852.495,4758657.966,4764463.438,4770268.909,4790821.77,4791161.7,4799041.9,4806925,4814808.2,4822691.333
Euro area,EMU,805473.91,811358.529,902804.127,927931.326,934035.864,940140.403,946244.942,952349.48,958454.019,964558.557,978203.096,982131.839,986060.583,989989.326,993918.07,997846.813,1001775.556,1005704.3,1009633.043,1013561.787,1017490.53,1019686.45,1021882.37,1024078.29,1026274.21,1028470.13,1030071.2,1031881.2,1033420,1034958.4,1036486.8,1038021.867
Europe & Central Asia,ECS,,,10231806.86,10285828.05,10294516.64,10303205.23,10311893.81,10320582.4,10329270.99,10337959.58,10354188.16,10366851.43,10379514.7,10392177.97,10404841.24,10417504.51,10463751.78,10476869.05,10489986.32,10503103.59,10516220.86,10521971.92,10527722.97,10533474.03,10539225.08,10544976.14,10551036.45,10557512.06,10562170.46,10566829.3,10571470.3,10576123.19
Europe & Central Asia (excluding high income),ECA,,,8691472.094,8693381.203,8695290.312,8697199.422,8699108.531,8701017.64,8702926.749,8704835.859,8706744.968,8714807.726,8722870.482,8730933.24,8738995.997,8747058.755,8788705.512,8797222.269,8805739.027,8814255.783,8822772.541,8825117.135,8827461.727,8829806.32,8832150.914,8834495.507,8838352.052,8842640.675,8845392.462,8848146,8850901.7,8853655.959
Europe & Central Asia (IDA & IBRD countries),TEC,,,8862916.094,8865032.203,8867148.312,8869264.422,8871380.531,8873496.64,8875612.749,8877728.859,8879844.968,8888361.726,8896878.482,8905395.24,8913911.997,8922428.755,8964529.512,8973500.269,8982471.027,8991441.783,9000412.541,9003715.055,9007017.567,9010320.08,9013622.594,9016925.107,9021233.754,9025717.259,9028614.062,9031512.6,9034413.3,9037312.559
European Union,EUU,1295357.31,1301709.359,1412192.387,1464139.826,1470754.664,1477369.503,1483984.342,1490599.18,1497214.019,1503828.857,1517983.696,1522798.639,1527613.583,1532428.526,1537243.47,1542058.413,1546873.356,1551688.3,1556503.243,1561318.187,1566133.13,1569420.23,1572707.33,1575994.43,1579281.53,1582568.63,1584695.302,1586843.084,1588671.1,1590497.5,1592313.8,1594136.834
Fragile and conflict affected situations,FCS,5339348,5315504.756,5384143.713,5359806.669,5335469.625,5311132.581,5286795.538,5262458.494,5238121.45,5213784.406,5189447.363,5167389.882,5145332.401,5123274.92,5101217.439,5079159.958,5057102.477,5035044.996,5012987.515,4990930.034,4968872.553,4943003.344,4917134.135,4891264.926,4865395.718,4839526.509,4812630.179,4786819.7,4761632.38,4735958.3,4710928,4685468.513
Heavily indebted poor countries (HIPC),HPC,6241141.5,6210369.914,6179598.328,6148826.742,6118055.156,6087283.57,6056511.984,6025740.398,5994968.812,5964197.226,5933425.64,5905754.396,5878083.152,5850411.908,5822740.664,5795069.42,5767398.176,5739726.932,5712055.688,5684384.444,5656713.2,5624793.96,5521304.72,5489385.48,5457466.24,5425547,5391094.3,5357638.9,5324413.28,5290657.1,5257492.2,5223933.112
High income,HIC,10110421.98,10117270.16,10227913.21,10280020.68,10286795.54,10293570.41,10300345.27,10307120.14,10313895,10320669.87,10334984.73,10343181.5,10351378.27,10359575.04,10367771.81,10375968.58,10384165.35,10392362.12,10400558.89,10408755.66,10416952.43,10431570.49,10446171.75,10460773.02,10475374.28,10489975.54,10502069.76,10501830.98,10504419.9,10507188.7,10510106.5,10512924.97
IBRD only,IBD,,,24877980.99,24828989.43,24779997.87,24731006.31,24682014.75,24633023.18,24584031.62,24535040.06,24486048.5,24458973.53,24431898.57,24404823.6,24377748.64,24350673.67,24357182.7,24330561.74,24303940.77,24277319.81,24250698.84,24232584.36,24214469.87,24196355.38,24178240.89,24160126.41,24155628.12,24126709.96,24115103.26,24101866.7,24089762.4,24076903.26
IDA & IBRD total,IBT,,,32285507.13,32201473.08,32117439.02,32033404.97,31949370.91,31865336.86,31781302.8,31697268.75,31613234.69,31554171.62,31495108.54,31436045.46,31376982.38,31317919.3,31292440.23,31233831.15,31175222.07,31116612.99,31058003.91,31001079.66,30944155.39,30887231.13,30830306.88,30773382.62,30730056.4,30663489.76,30614171.74,30562216,30511789.4,30460343.37
IDA blend,IDB,1374477.7,1370942.266,1393724.717,1390601.373,1387478.03,1384354.687,1381231.345,1378108.002,1374984.658,1371861.315,1368737.973,1365409.411,1362080.849,1358752.287,1355423.725,1352095.163,1348766.601,1345438.039,1342109.477,1338780.915,1335452.353,1332314.904,1329177.455,1326040.006,1322902.558,1319765.109,1316722.779,1314043.36,1311097.8,1307859.6,1304621.4,1301383.2
IDA only,IDX,6061465.7,6030229.872,6013801.424,5981882.274,5949963.123,5918043.973,5886124.823,5854205.672,5822286.522,5790367.372,5758448.221,5729788.671,5701129.121,5672469.571,5643810.021,5615150.471,5586490.921,5557831.371,5529171.821,5500512.27,5471852.72,5436180.396,5400508.072,5364835.748,5329163.424,5293491.1,5257705.5,5222736.442,5187970.68,5152489.7,5117405.6,5082056.912
IDA total,IDA,7435943.4,7401172.138,7407526.141,7372483.647,7337441.153,7302398.66,7267356.168,7232313.674,7197271.18,7162228.687,7127186.194,7095198.082,7063209.97,7031221.858,6999233.746,6967245.634,6935257.522,6903269.41,6871281.298,6839293.185,6807305.073,6768495.3,6729685.527,6690875.754,6652065.982,6613256.209,6574428.279,6536779.802,6499068.48,6460349.3,6422027,6383440.112
Late-demographic dividend,LTE,,,17692048.73,17693528.96,17675986.53,17658444.1,17640901.67,17623359.24,17605816.82,17588274.39,17570731.96,17562825.72,17554919.47,17547013.23,17539106.99,17531200.75,17556878.51,17549426.27,17541974.03,17534521.78,17527069.54,17535737.7,17544405.85,17553074,17561742.15,17570410.31,17578118.62,17578621.62,17587197.86,17593652.8,17600849.8,17607552.09
Latin America & Caribbean,LCN,10699608.5,10645088.61,10590568.72,10536048.83,10481528.94,10427009.05,10372489.16,10317969.27,10263449.38,10208929.49,10154409.6,10099097.92,10043786.24,9988474.56,9933162.88,9877851.2,9822539.52,9767227.84,9711916.16,9656604.48,9601292.8,9572388.48,9543467.36,9514546.24,9485625.12,9456704,9426994.8,9392385.2,9369198.6,9344163.7,9320331.1,9295696.966
Latin America & Caribbean (excluding high income),LAC,9775292.7,9722610.55,9669928.4,9617246.25,9564564.1,9511881.95,9459199.8,9406517.65,9353835.5,9301153.35,9248471.2,9193638.47,9138805.74,9083973.01,9029140.28,8974307.55,8919474.82,8864642.09,8809809.36,8754976.63,8700143.9,8670977.42,8641810.94,8612644.46,8583477.98,8554311.5,8524705,8490011.6,8466493.6,8440882.7,8416226.6,8390933.967
Latin America & the Caribbean (IDA & IBRD countries),TLA,10670140.4,10615139,10560137.6,10505136.2,10450134.8,10395133.4,10340132,10285130.6,10230129.2,10175127.8,10120126.4,10064257.7,10008389,9952520.3,9896651.6,9840782.9,9784914.2,9729045.5,9673176.8,9617308.1,9561439.4,9532008,9502576.6,9473145.2,9443713.8,9414282.4,9383996.8,9349370.8,9326176.9,9301136.5,9277297.5,9252657.566
Least developed countries: UN classification,LDC,6332574.7,6304248.852,6275923.004,6247597.156,6219271.308,6190945.46,6162619.613,6134293.765,6105967.917,6077642.069,6049316.221,6018543.561,5987770.901,5956998.241,5926225.581,5895452.921,5864680.261,5833907.601,5803134.941,5772362.28,5741589.62,5702334.236,5663078.852,5623823.468,5584568.084,5545312.7,5505964.9,5467438.6,5429317.18,5390473.4,5352026.5,5313315.012
Low & middle income,LMY,,,31291813.35,31209434.21,31127055.06,31044675.92,30962296.77,30879917.63,30797538.48,30715159.34,30632780.19,30574087.66,30515395.12,30456702.58,30398010.04,30339317.5,30314208.97,30255970.43,30197731.89,30139493.35,30081254.81,30023425.64,29965596.45,29907767.27,29849938.1,29792108.92,29748797.4,29681756.18,29631756.74,29578873.2,29527272.2,29474816.17
Low income,LIC,3523832.1,3507104.824,3490377.548,3473650.272,3456922.996,3440195.72,3423468.444,3406741.168,3390013.892,3373286.616,3356559.34,3340445.426,3324331.512,3308217.598,3292103.684,3275989.77,3259875.856,3243761.942,3227648.028,3211534.114,3195420.2,3175259.36,3155098.52,3134937.68,3114776.84,3094616,3073376.2,3052952.5,3032941.28,3012203.7,2991863.4,2971258.246
Lower middle income,LMC,6285804.769,6268661.026,6385948.548,6368863.573,6351778.598,6334693.625,6317608.652,6300523.677,6283438.702,6266353.728,6249268.754,6230502.246,6211735.738,6192969.23,6174202.722,6155436.214,6136669.706,6117903.198,6099136.69,6080370.181,6061603.673,6039786.9,6017970.127,5996153.354,5974336.582,5952519.809,5932909.579,5910918.102,5889089,5867388.5,5845811,5824151.499
Middle East & North Africa,MEA,204711.169,205092.752,205474.335,205855.918,206237.501,206619.085,207000.668,207382.251,207763.834,208145.417,208527,210503.82,212480.64,214457.46,216434.28,218411.1,220387.92,222364.74,224341.56,226318.38,228295.2,228460.8,228626.4,228792,228957.6,229123.2,229110.6,229204.7,229360.3,229740.8,230051.3,230408.466
Middle East & North Africa (excluding high income),MNA,191100.969,191395.572,191690.175,191984.778,192279.381,192573.985,192868.588,193163.191,193457.794,193752.397,194047,196013.4,197979.8,199946.2,201912.6,203879,205845.4,207811.8,209778.2,211744.6,213711,213854.44,213997.88,214141.32,214284.76,214428.2,214667.1,214761.6,214917.6,215298.9,215609.2,215966.833
Middle East & North Africa (IDA & IBRD countries),TMN,191010.169,191304.772,191599.375,191893.978,192188.581,192483.185,192777.788,193072.391,193366.994,193661.597,193956.2,195921.73,197887.26,199852.79,201818.32,203783.85,205749.38,207714.91,209680.44,211645.97,213611.5,213754.56,213897.62,214040.68,214183.74,214326.8,214565.7,214660.2,214816.2,215197.5,215507.8,215865.433
Middle income,MIC,,,27801435.81,27735783.94,27670132.07,27604480.2,27538828.33,27473176.46,27407524.59,27341872.72,27276220.85,27233642.23,27191063.6,27148484.98,27105906.36,27063327.73,27054333.11,27012208.49,26970083.86,26927959.24,26885834.61,26848166.28,26810497.93,26772829.59,26735161.26,26697492.92,26675421.2,26628803.68,26598815.46,26566669.5,26535408.8,26503557.93
North America,NAC,6507239.3,6507854.34,6508469.38,6509084.42,6509699.46,6510314.5,6510929.54,6511544.58,6512159.62,6512774.66,6513389.7,6518093.94,6522798.18,6527502.42,6532206.66,6536910.9,6541615.14,6546319.38,6551023.62,6555727.86,6560432.1,6562769.1,6565106.1,6567443.1,6569780.1,6572117.1,6571720.4,6568350.5,6567980.7,6567610.8,6567241,6566871.133
OECD members,OED,11348539.61,11350400.47,11437822.31,11485243.56,11487332.2,11489420.85,11491509.5,11493598.15,11495686.8,11497775.45,11507404.1,11512746.27,11518088.44,11523430.62,11528772.79,11534114.96,11539457.14,11544799.31,11550141.48,11555483.66,11560825.83,11573194.09,11585562.35,11597930.61,11610298.87,11622667.13,11631555.2,11629150.3,11630163.6,11631360.5,11632704,11633949.77
Other small states,OSS,614411.1,612356.434,632426.748,630405.072,628383.396,626361.72,624340.044,622318.368,620296.692,618275.016,616253.34,614272.916,612292.492,610312.068,608331.644,606351.22,611836.796,610057.372,608277.948,606498.524,604719.1,602668.88,600618.66,598568.44,596518.22,594468,592247.9,590206.8,587984.7,585765.2,583546.3,581326.999
Pacific island small states,PSS,41141.6,42309.26,42365.62,42421.98,42478.34,42534.7,42591.06,42647.42,42703.78,42760.14,42816.5,42872.38,42928.26,42984.14,43040.02,43095.9,43151.78,43207.66,43263.54,43319.42,43375.3,43431.04,43486.78,43542.52,43598.26,43654,43709.9,43765.7,43821.6,43877.4,43933.2,43989
Post-demographic dividend,PST,9572911.179,9578366.325,9827862.769,9860421.375,9866670.039,9872918.705,9879167.371,9885416.035,9891664.701,9897913.365,9911702.031,9919212.5,9926722.971,9934233.441,9941743.912,9949254.382,9956764.852,9964275.323,9971785.793,9979296.264,9986806.734,9999287.936,10011769.14,10024250.34,10036731.54,10049212.74,10061358.06,10059915.98,10061410.6,10063077.2,10064890.9,10066606.53
Pre-demographic dividend,PRE,6173424.8,6145305.624,6117186.448,6100473.072,6072322.296,6044171.52,6016020.744,5987869.968,5959719.192,5931568.416,5903417.64,5873261.276,5843104.912,5812948.548,5782792.184,5752635.82,5722479.456,5692323.092,5662166.728,5632010.364,5601854,5566366.88,5530879.76,5495392.64,5459905.52,5424418.4,5387374.479,5351162,5315324.18,5278468.2,5242008.6,5205284.746
Small states,SST,1025525.1,1024414.624,1044317.828,1042129.042,1039940.256,1037751.47,1035562.684,1033373.898,1031185.112,1028996.326,1026807.54,1024761.966,1022716.392,1020670.818,1018625.244,1016579.67,1022000.096,1020155.522,1018310.948,1016466.374,1014621.8,1012330.04,1010038.28,1007746.52,1005454.76,1003163,1000715.7,998487.8,996029.7,993573.7,991118.7,988663.031
South Asia,SAS,825834.3,829035.898,832237.496,835439.094,838640.692,841842.29,845043.889,848245.487,851447.085,854648.683,857850.281,859523.525,861196.769,862870.013,864543.257,866216.501,867889.745,869562.989,871236.233,872909.476,874582.72,876984.756,879386.792,881788.828,884190.864,886592.9,888601.5,891070.5,893309.3,895548.1,897786.9,900025.7
South Asia (IDA & IBRD),TSA,825834.3,829035.898,832237.496,835439.094,838640.692,841842.29,845043.889,848245.487,851447.085,854648.683,857850.281,859523.525,861196.769,862870.013,864543.257,866216.501,867889.745,869562.989,871236.233,872909.476,874582.72,876984.756,879386.792,881788.828,884190.864,886592.9,888601.5,891070.5,893309.3,895548.1,897786.9,900025.7
Sub-Saharan Africa,SSF,7339644.5,7306915.748,7274186.996,7241458.244,7208729.492,7176000.74,7143271.988,7110543.236,7077814.484,7045085.732,7012356.98,6977792.902,6943228.824,6908664.746,6874100.668,6839536.59,6804972.512,6770408.434,6735844.356,6701280.278,6666716.2,6627570.26,6588424.32,6549278.38,6510132.44,6470986.5,6430836.879,6391509.3,6352213.38,6311896.3,6271975.7,6231790.779
Sub-Saharan Africa (excluding high income),SSA,7339307.5,7306578.748,7273849.996,7241121.244,7208392.492,7175663.74,7142934.988,7110206.236,7077477.484,7044748.732,7012019.98,6977455.902,6942891.824,6908327.746,6873763.668,6839199.59,6804635.512,6770071.434,6735507.356,6700943.278,6666379.2,6627233.26,6588087.32,6548941.38,6509795.44,6470649.5,6430499.879,6391172.3,6351876.38,6311559.3,6271638.7,6231453.779
Sub-Saharan Africa (IDA & IBRD countries),TSS,7339644.5,7306915.748,7274186.996,7241458.244,7208729.492,7176000.74,7143271.988,7110543.236,7077814.484,7045085.732,7012356.98,6977792.902,6943228.824,6908664.746,6874100.668,6839536.59,6804972.512,6770408.434,6735844.356,6701280.278,6666716.2,6627570.26,6588424.32,6549278.38,6510132.44,6470986.5,6430836.879,6391509.3,6352213.38,6311896.3,6271975.7,6231790.779
Upper middle income,UMC,,,21415487.26,21366920.36,21318353.47,21269786.57,21221219.68,21172652.78,21124085.89,21075518.99,21026952.1,21003139.98,20979327.87,20955515.75,20931703.64,20907891.52,20917663.4,20894305.29,20870947.17,20847589.06,20824230.94,20808379.38,20792527.81,20776676.24,20760824.67,20744973.11,20742511.62,20717885.57,20709726.46,20699281,20689597.8,20679406.43
World,WLD,,,42034236.56,42001089.88,41922610.6,41844131.32,41765652.05,41687172.76,41608693.48,41530214.2,41459274.92,41407133.15,41354991.39,41302849.62,41250707.85,41198566.08,41180008.31,41128320.55,41076632.78,41024945.01,40973257.24,40928402.13,40883530.21,40838658.29,40793786.38,40748914.46,40716299.76,40647868.96,40599554.24,40548781.9,40499687.7,40449474.74
